,director_name,actor_2_name,gross,actor_1_name,actor_3_name,plot_keywords
225,Paul Greengrass,Riz Ahmed,108521835.0,Matt Damon,Ato Essandoh,black ops|chase|cia|cia agent|repeated scene
226,McG,Bernie Mac,100685880.0,Demi Moore,Justin Theroux,fbi|murder|ring|witness protection|witness protection program
227,Ridley Scott,Charlize Theron,126464904.0,Michael Fassbender,Sean Harris,cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation
228,Rob Minkoff,Brad Garrett,64736114.0,Nathan Lane,Melanie Griffith,anthropomorphic mouse|falcon|marshmallow|second part|soccer
229,Neill Blomkamp,Sharlto Copley,93050117.0,Matt Damon,Alice Braga,christ figure|class differences|messiah|saviour|social commentary
230,David Twohy,Alexa Davalos,57637485.0,Vin Diesel,Christina Cox,bounty hunter|escape|necromonger|planet|warrior
231,José Padilha,Abbie Cornish,58607007.0,Gary Oldman,Jennifer Ehle,law enforcement|police|robocop|robot|technology
232,Lana Wachowski,Kick Gurry,43929341.0,Scott Porter,Nicholas Elia,based on anime|based on cartoon|gadget car|racer|speed
233,James L. Brooks,Domenick Lombardozzi,30212620.0,Shelley Conn,Teyonah Parris,embarrassment|falling in love|love|love triangle|revelation
234,James Mangold,Marc Blucas,76418654.0,Tom Cruise,Jordi Mollà,chase|fbi|garage|spy|surveillance
235,Joseph Kosinski,Tom Cruise,89021735.0,Morgan Freeman,Zoë Bell,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool
236,George Lucas,Christopher Lee,380262555.0,Natalie Portman,Hayden Christensen,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision
237,George Lucas,Christopher Lee,310675583.0,Natalie Portman,Hayden Christensen,martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film
238,Pete Docter,John Ratzenberger,289907418.0,Steve Buscemi,James Coburn,friend|little girl|monster|rival|scream
239,James Mangold,Tao Okamoto,132550960.0,Hugh Jackman,Rila Fukushima,healing power|marvel comics|mecha|regeneration|self healing
240,George Lucas,Liam Neeson,474544677.0,Natalie Portman,Ian McDiarmid,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream
241,Kirk De Micco,Emma Stone,187165546.0,Ryan Reynolds,Nicolas Cage,cave|caveman|journey|strict father|survival
243,John Woo,Roger Willie,40911830.0,Nicolas Cage,Noah Emmerich,code|duty|steel helmet|u.s. marine|u.s. soldier
244,Cedric Nicolas-Troyan,Sam Claflin,47952020.0,Chris Hemsworth,Charlize Theron,based on fairy tale|dark fantasy|fairy tale|second part|sequel
245,Jonathan Liebesman,Danny Woodburn,190871240.0,Noel Fisher,Jeremy Howard,18 wheeler|mutant|ninja|sewer|turtle
246,Alfonso Cuarón,Basher Savage,274084951.0,Phaldut Sharma,Amy Warren,box office hit|long take|sole survivor|space|space station
247,Roger Donaldson,Grant Heslov,67155742.0,Jamie Renée Smith,Tzi Ma,ash|escape|lava|mayor|volcano
248,Dave Green,Noel Fisher,81638674.0,Stephen Amell,Brad Garrett,based on comic book|brother brother relationship|rat|sequel|turtle
249,Josh Trank,Reg E. Cathey,56114221.0,Tim Blake Nelson,Tim Heidecker,box office flop|critically bashed|portal|teleportation|troubled production
250,Shawn Levy,Rami Malek,250863268.0,Robin Williams,Steve Coogan,chaos|museum|museum of natural history|night watchman|watchman
251,Brad Peyton,Ioan Gruffudd,155181732.0,Dwayne Johnson,Archie Panjabi,disaster movie|earthquake|journey|natural disaster|san andreas fault
252,Roger Spottiswoode,Colin Salmon,125332007.0,Vincent Schiavelli,Joe Don Baker,ex boyfriend ex girlfriend relationship|media tycoon|megalomaniac|official james bond series|world war three
253,Roland Emmerich,Adam Baldwin,113330342.0,Heath Ledger,Tom Wilkinson,american revolution|british|french|hero|standoff
254,Steven Soderbergh,Julia Roberts,125531634.0,Brad Pitt,Mini Anden,father daughter relationship|heist|pretending to be pregnant|sequel|thief
255,Doug Liman,Angelina Jolie Pitt,186336103.0,Brad Pitt,Stephanie March,assassin|marriage|secret agent|suburb|target
256,Robert Schwentke,Theo James,129995817.0,Kate Winslet,Mekhi Phifer,action heroine|falling from height|mind control|trainhopping|truth serum
257,Martin Scorsese,Adam Scott,102608827.0,Leonardo DiCaprio,Frances Conroy,1920s|aviation|fight|spruce goose|test flight
258,Rob Letterman,Catherine Tate,42776259.0,James Corden,Olly Alexander,bermuda triangle|box office hit|shipwrecked|travel|travel writer
259,Michel Gondry,Tom Wilkinson,98780042.0,Christoph Waltz,Chad L. Coleman,heir|kung fu|party|playboy|superhero
261,Noam Murro,Sullivan Stapleton,106369117.0,Eva Green,Peter Mensah,army|commander|female rear nudity|greek|navy
262,Raja Gosnell,Tim Gunn,142614158.0,Mahadeo Shivraj,Madison McKinley,blue|new york|new york city|no opening credits|smurf
263,Will Finn,Roseanne Barr,50026353.0,Steve Buscemi,G.W. Bailey,cattle|cow|dairy farm|farm|rustler
264,Robert Schwentke,Theo James,66002193.0,Naomi Watts,Zoë Kravitz,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead
265,Shawn Levy,Torey Michael Adkins,85463309.0,Hugh Jackman,Olga Fonda,arena|boxing|boxing movie|robot|robot battle
266,Raja Gosnell,Nancy O'Dell,71017784.0,Jacob Tremblay,Vanessa Matsui,based on cartoon|box office hit|no opening credits|sequel|smurf
267,Jan de Bont,Temuera Morrison,48068396.0,Jason Patric,Lois Chiles,collision course|computer|cruise|diamonds|ship run aground
268,Gavin Hood,Moises Arias,61656849.0,Harrison Ford,Aramis Knight,alien|future|manipulation|simulation|training
269,Len Wiseman,Jonathan Sadowski,134520804.0,Bruce Willis,Cyril Raffaelli,fbi|hacker|independence day|police|terrorist
270,Peter Jackson,Orlando Bloom,313837577.0,Christopher Lee,Billy Boyd,elf|hobbit|middle earth|quest|ring
271,Frank Coraci,Steve Coogan,24004159.0,Jim Broadbent,Cécile De France,19th century|around the world|inventor|martial arts|train
272,Michael Mann,Jada Pinkett Smith,58183966.0,Will Smith,Joe Morton,african american protagonist|african americans|boxing gym|gym|rumble in the jungle
273,Bo Welch,Kelly Preston,100446895.0,Sean Hayes,Spencer Breslin,based on cult comic book|cat|home alone|imagination|talking cat
274,Alex Proyas,Bruce Greenwood,144795350.0,Will Smith,Chi McBride,humanoid robot|man versus machine|prosthetic limb|robot as pathos|robot vs. robot
275,Ridley Scott,Orlando Bloom,47396698.0,Liam Neeson,Philip Glenister,12th century|crusader|jerusalem|knight|medieval times
276,Rob Minkoff,Nathan Lane,140015224.0,Chazz Palminteri,Jeffrey Jones,box office hit|cat|first part|mouse|orphanage
277,Ron Clements,Jenifer Lewis,104374107.0,Oprah Winfrey,Anika Noni Rose,amphibian|dream|frog|frog prince|waitress
278,Ridley Scott,Donald Glover,228430993.0,Matt Damon,Benedict Wong,astronaut|international cooperation|left for dead|nasa|space habitat
280,Michael Bay,Steve Buscemi,35799026.0,Scarlett Johansson,Djimon Hounsou,clone|environment|escape|island|lottery
281,Peter Chelsom,Warren Beatty,6712451.0,Del Zamora,Garry Shandling,anniversary|architect|cellist|friend|hardware store
282,Dominic Sena,Angelina Jolie Pitt,101643008.0,Nicolas Cage,Robert Duvall,auto theft|brother|car|theft|thief
283,Ridley Scott,Connie Nielsen,187670866.0,Djimon Hounsou,Oliver Reed,battlefield|blood|combat|gladiator|roman empire
284,Steven Spielberg,Frank Grillo,132014112.0,Tom Cruise,Jessica Capshaw,future|murder|neo noir|washington d.c.|year 2054
285,Chris Columbus,Rupert Grint,261970615.0,Daniel Radcliffe,Emma Watson,bildungsroman|flying broom|invisibility cloak|monster|wizardry
286,Martin Campbell,Tobias Menzies,167007184.0,Eva Green,Ivana Milicevic,casino|espionage|free running|james bond|terrorist
287,Tim Burton,Estella Warren,180011740.0,Cary-Hiroyuki Tagawa,Erick Avari,astronaut|cage|planet|wilhelm scream|year 2029
288,James Cameron,Jenette Goldstein,204843350.0,Joe Morton,S. Epatha Merkerson,future|liquid metal|multiple cameos|sexy woman|time travel
289,Michael Mann,Christian Bale,97030725.0,Johnny Depp,Stephen Graham,1930s|bank|celebrity criminal|fbi|public enemy number one
290,Ridley Scott,Ruby Dee,130127620.0,Denzel Washington,RZA,death|heroin|popcorn|smuggling|vietnam
291,James Cameron,Tia Carrere,146282411.0,Jamie Lee Curtis,Tom Arnold,espionage|secret agent|secret mission|spy|spy film
292,Tony Scott,Ramon Rodriguez,65452312.0,Denzel Washington,Michael Rispoli,hijack|hostage|ransom|subway|train
293,Paul Weitz,Blythe Danner,148383780.0,Robert De Niro,Teri Polo,birthday|critically bashed|male nurse|nurse|suspicion
294,Adam McKay,Will Ferrell,119219978.0,Dwayne Johnson,Derek Jeter,capitalist|detective|investigation|new york city|police
295,Chuck Russell,James Coburn,101228120.0,Vanessa Williams,Roma Maffia,assassination attempt|corporate crime|rogue agent|witness|witness protection program
296,Quentin Tarantino,Christoph Waltz,162804648.0,Leonardo DiCaprio,Ato Essandoh,dynamite|historically inaccurate|ku klux klan|n word|slavery
297,Gary Trousdale,Jason Alexander,100117603.0,Demi Moore,Bill Fagerbakke,15th century|cathedral|gypsy|paris|victor hugo
298,Mark Dindal,Wendie Malick,89296573.0,Eartha Kitt,John Fiedler,antidote|disney|emperor|first part|llama
299,Simon West,Sylvester Stallone,85017401.0,Jason Statham,Bruce Willis,church|hostage|mine|plutonium|revenge
300,Jon Turteltaub,Armando Riesco,173005002.0,Nicolas Cage,Annie Parisse,declaration of independence|secret society|treasure|treasure hunt|treasure hunter
301,Stefen Fangmeier,Ed Speleers,75030163.0,Djimon Hounsou,Gary Lewis,dragon|dragon rider|fictional war|sword and fantasy|teenage hero
302,Spike Jonze,Ryan Corr,77222184.0,Catherine O'Hara,Max Records,based on children's book|creature|igloo|imagination|king
303,Joe Wright,Cara Delevingne,34964818.0,Hugh Jackman,Nonso Anozie,1940s|child hero|fantasy world|orphan|reference to peter pan
304,Chris Wedge,Emma Kenney,107515297.0,Josh Hutcherson,Troy Evans,father daughter relationship|forest|miniature person|shrinking|sword and fantasy
305,Florian Henckel von Donnersmarck,Angelina Jolie Pitt,67631157.0,Johnny Depp,Rufus Sewell,police surveillance|surveillance van|tailing a suspect|tourist|venice italy
306,Peter Hyams,Mark Margolis,66862068.0,CCH Pounder,Udo Kier,atheist|ex cop|female masturbation|female nudity|lucifer
307,Edward Zwick,Djimon Hounsou,57366262.0,Leonardo DiCaprio,Stephen Collins,diamond|elephant|fisherman|rebel|sierra leone
308,Martin Scorsese,Matthew McConaughey,116866727.0,Leonardo DiCaprio,Jon Favreau,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker
309,Joel Schumacher,Rene Auberjonois,184031112.0,Michael Gough,Debi Mazar,love|necktie|partner|rock music|tuxedo
310,Paul Verhoeven,Patrick Muldoon,54700065.0,Jake Busey,Seth Gilliam,alien|federation|future|military|planet
311,Tom Tykwer,Jim Sturgess,27098580.0,Tom Hanks,Jim Broadbent,composer|future|letter|nonlinear timeline|nursing home
312,Zack Snyder,Richard Roxburgh,55673333.0,Abbie Cornish,Anthony LaPaglia,barn owl|escape|owl|ruler|soldier
313,Pitof,Christopher Heyerdahl,40198710.0,Frances Conroy,Alex Borstein,based on cult comic book|bechdel test passed|cat|detective|radical transformation
314,Brett Ratner,Rufus Sewell,72660029.0,Dwayne Johnson,Ingrid Bolsø Berdal,army|greek mythology|hercules|king|mercenary
315,Ron Clements,Martin Short,38120554.0,Joseph Gordon-Levitt,Michael Wincott,alien|cyborg|pirate|planet|treasure
316,Brad Silberling,Anna Friel,49392095.0,Will Ferrell,Bobb'e J. Thompson,human versus dinosaur|lizard|primate|time travel|tyrannosaurus rex
317,Patrick Hughes,Sylvester Stallone,39292022.0,Jason Statham,Harrison Ford,battle|fight|mission|pg 13 sequel to r rated franchise|rescue
318,Ericson Core,Edgar Ramírez,28772222.0,Ray Winstone,Delroy Lindo,athlete|extreme sports|fbi|fbi agent|heist
319,Lawrence Guterman,Traylor Howard,17010646.0,Jamie Kennedy,Ben Stein,baby|cartoon on tv|cartoonist|dog|mask
320,Ron Howard,Benjamin Walker,24985612.0,Chris Hemsworth,Frank Dillane,emaciation|ship|starvation|vomiting|whale
321,Ron Underwood,Randy Quaid,4411102.0,Rosario Dawson,Burt Young,casino|future|laser gun|moon|nightclub
322,Paul Greengrass,Sean Huze,35024475.0,Matt Damon,Igal Naor,cia|iraq|iraqi|political military conspiracy|weapon of mass destruction
323,Steve Martino,Venus Schultheis,130174897.0,Francesca Capaldi,Bill Melendez,dog|girl|imagination|peanuts|red hair
324,David Mamet,Felicity Huffman,10200000.0,Ben Gazzara,Campbell Scott,brother sister relationship|extradition|fbi|japanese tourist|secret
325,Stephen Sommers,Brendan Fraser,202007640.0,Dwayne Johnson,Patricia Velasquez,ancient egypt|bracelet|king|scorpion|son
326,Martin Scorsese,Liam Neeson,77679638.0,Leonardo DiCaprio,Jim Broadbent,butcher|civil war|gangster|new york city|revenge
327,Yimou Zhang,Ni Ni,9213.0,Christian Bale,Shigeo Kobayashi,abusive stepfather|attempted rape|food shortage|sexual abuse|starving child
328,Ash Brannon,Zooey Deschanel,58867694.0,Jeff Bridges,Jon Heder,chicken|competition|island|penguin|surfing
329,Frank Oz,Matthew Broderick,59475623.0,Jon Lovitz,Roger Bart,community|connecticut|fem bot|tv producer|writer
330,Ridley Scott,Sam Shepard,108638745.0,Ioan Gruffudd,Ewen Bremner,army|helicopter|somali|somalia|warlord
331,Jay Roach,Thomas Middleditch,86897182.0,Will Ferrell,Katherine LaNasa,campaigning|congressman|north carolina|title at the end|u.s. congressman
332,Luc Besson,Bruce Willis,63540020.0,Milla Jovovich,Gary Oldman,1910s|alien|artificially created woman|love|taxi driver
333,Michael Patrick King,Liza Minnelli,95328937.0,Chris Noth,Kristin Davis,abu dhabi|box office hit|muslim|nanny|united arab emirates
334,Bibo Bergeron,Rosie Perez,50802661.0,Frank Welker,Elton John,adventurer|el dorado|gold|high priest|implied sex
335,Steve Martino,Josh Gad,161317423.0,Peter Dinklage,Drake,acorn|herd|iceberg|ocean|pirate
336,Kenneth Branagh,Derek Jacobi,201148159.0,Hayley Atwell,Lily James,dress|duke|fairy godmother|fairy tale|pumpkin
337,Peter Jackson,AJ Michalka,43982842.0,Michael Imperioli,Tom McCarthy,1970s|afterlife|heaven|pedophile|rape
338,Andrew Stanton,Stephen Root,380838870.0,Alexander Gould,Brad Garrett,great barrier reef|protective father|separation from family|shark|short term memory loss
339,Peter Jackson,Billy Boyd,377019252.0,Orlando Bloom,Bernard Hill,battle|epic|king|orc|ring
340,Peter Jackson,Orlando Bloom,340478898.0,Christopher Lee,Billy Boyd,epic|evil wizard|middle earth|ring|wizard
341,Sergey Bodrov,Djimon Hounsou,17176900.0,Jeff Bridges,Olivia Williams,apprentice|demon|exorcism|master apprentice relationship|witch
342,Simon West,Noah Taylor,131144183.0,Angelina Jolie Pitt,Chris Barrie,illuminati|planetary alignment|time|tomb|tomb raider
343,Wally Pfister,Morgan Freeman,23014504.0,Johnny Depp,Clifton Collins Jr.,artificial intelligence|consciousness|power outage|scientist|technology
344,Joe Johnston,Trevor Morgan,181166115.0,Michael Jeter,Alessandro Nivola,dinosaur|island|jurassic park|paleontologist|search
345,Rupert Wyatt,David Oyelowo,176740650.0,James Franco,Tyler Labine,alzheimer's disease|ape|chimpanzee|fire|when animals attack
346,Mark Waters,Tod Fennell,71148699.0,Martin Short,Joan Plowright,actor playing multiple roles|brownie the creature|closing credits sequence|family relationships|magical creature
347,John Moore,Cole Hauser,67344392.0,Bruce Willis,Megalyn Echikunwoke,bomb|cia|courthouse|escape|russian
348,John Lee Hancock,Marc Blucas,22406362.0,Dennis Quaid,Jordi Mollà,army|dictator|general|texan|texas
349,Brad Bird,Craig T. Nelson,261437578.0,Holly Hunter,Lou Romano,hero|island|lawsuit|secret|superhero
350,Renny Harlin,Frank Langella,11000000.0,Christopher Masterson,Matthew Modine,latin|pirate|pirate ship|treasure|treasure map
351,Chris Columbus,Rosario Dawson,88761720.0,Logan Lerman,Steve Coogan,greek|lightning|lightning bolt|poseidon|teenager
352,Barry Sonnenfeld,Rip Torn,250147615.0,Will Smith,Linda Fiorentino,alien|box office hit|flying saucer|laser gun|wisecrack humor
353,John Lasseter,John Ratzenberger,245823397.0,Tom Hanks,Wayne Knight,collector|dog|friend|rescue|toy
354,Tony Scott,Rosario Dawson,81557479.0,Denzel Washington,Ethan Suplee,freight train|race against time|runaway train|train|train engineer
355,Brett Ratner,John Lone,226138454.0,Mei Melançon,Harris Yulin,boat|gang|hong kong|triad|vacation
356,Robert Zemeckis,Amber Valletta,155370362.0,Harrison Ford,Miranda Otto,ghost|haunted house|research|secret|vermont
357,Phil Lord,Bobb'e J. Thompson,124870275.0,Will Forte,Al Roker,food|giant food|mayor|sardine|weather
358,Carlos Saldanha,Maile Flanagan,196573705.0,Denis Leary,Kelly Keaton,egg|lost world|rescue|squirrel|weasel
359,Ben Stiller,Adrian Martinez,58229120.0,Adam Scott,Joey Slotnick,daydream|life magazine|magazine|photographer|snow leopard
360,McG,LL Cool J,125305545.0,Bill Murray,Kelly Lynch,booty shake|box office hit|duct tape over mouth|first part|martial arts
361,Martin Scorsese,Matt Damon,132373442.0,Leonardo DiCaprio,Ray Winstone,boston|mole|police|undercover|undercover cop
362,Tony Bancroft,Harvey Fierstein,120618403.0,Ming-Na Wen,June Foray,based on poem|based on true story|china|one word title|the huns
363,Ben Stiller,Steve Coogan,110416702.0,Robert Downey Jr.,Brandon T. Jackson,film director|parody|spoof|vietnam|written and directed by cast member
364,David Fincher,Goran Visnjic,102515793.0,Robin Wright,Joely Richardson,computer hacker|hacker|investigation|journalist|punk
365,John McTiernan,Aldis Hodge,100012500.0,Bruce Willis,Kevin Chamberlin,bomb|detective|new york city|police|terrorist
366,Guy Ritchie,Eddie Marsan,209019489.0,Robert Downey Jr.,Robert Maillet,black magic|bridge construction|professor moriarty|scotland yard inspector|sherlock holmes
368,Gary Trousdale,Jim Varney,84037039.0,Leonard Nimoy,Cree Summer,atlantis|crew|expedition|journal|museum
369,Walt Becker,Joshua Mikel,85884815.0,Bella Thorne,Jesse McCartney,chipmunk|highway travel|on the road|plane|road movie
370,Bryan Singer,Tom Wilkinson,83077470.0,Tom Cruise,Thomas Kretschmann,american actor playing foreigner|assassination|conspiracy|military|nazis
371,Dennis Dugan,Sayed Badreya,100018837.0,Adam Sandler,Kevin Nealon,hair stylist|jew|landlord|muslim|palestinian
372,Chris Columbus,Adam Sandler,78747585.0,Peter Dinklage,Josh Gad,alien|arcade game|chase|driving in reverse|video gamer
373,Steven Spielberg,William Hurt,78616689.0,Haley Joel Osment,Kevin Sussman,affection|boy|fairy|future|robot
374,Rob Minkoff,Rachael Harris,75817994.0,Marsha Thomason,Marc John Jefferies,arachnophobia|crystal ball|ghost|haunted house|thunderstorm
