,director_name,actor_1_name,actor_2_name,actor_3_name,genres,gross
296,Robert Stromberg,Angelina Jolie Pitt,Sharlto Copley,Sam Riley,Romance,241407328.0
297,Matt Reeves,Gary Oldman,Judy Greer,Kodi Smit-McPhee,Action,208543795.0
298,Matt Reeves,Gary Oldman,Judy Greer,Kodi Smit-McPhee,Adventure,208543795.0
299,Matt Reeves,Gary Oldman,Judy Greer,Kodi Smit-McPhee,Drama,208543795.0
300,Matt Reeves,Gary Oldman,Judy Greer,Kodi Smit-McPhee,Sci-Fi,208543795.0
301,Carl Rinsch,Keanu Reeves,Cary-Hiroyuki Tagawa,Jin Akanishi,Action,38297305.0
302,Carl Rinsch,Keanu Reeves,Cary-Hiroyuki Tagawa,Jin Akanishi,Adventure,38297305.0
303,Carl Rinsch,Keanu Reeves,Cary-Hiroyuki Tagawa,Jin Akanishi,Drama,38297305.0
304,Carl Rinsch,Keanu Reeves,Cary-Hiroyuki Tagawa,Jin Akanishi,Fantasy,38297305.0
305,Anthony Russo,Scarlett Johansson,Chris Evans,Hayley Atwell,Action,259746958.0
306,Anthony Russo,Scarlett Johansson,Chris Evans,Hayley Atwell,Adventure,259746958.0
307,Anthony Russo,Scarlett Johansson,Chris Evans,Hayley Atwell,Sci-Fi,259746958.0
308,Mike Mitchell,Jon Hamm,Kathy Griffin,Mary Kay Place,Adventure,238371987.0
309,Mike Mitchell,Jon Hamm,Kathy Griffin,Mary Kay Place,Animation,238371987.0
310,Mike Mitchell,Jon Hamm,Kathy Griffin,Mary Kay Place,Comedy,238371987.0
311,Mike Mitchell,Jon Hamm,Kathy Griffin,Mary Kay Place,Family,238371987.0
312,Mike Mitchell,Jon Hamm,Kathy Griffin,Mary Kay Place,Fantasy,238371987.0
313,Brad Bird,Judy Greer,Chris Bauer,Thomas Robinson,Action,93417865.0
314,Brad Bird,Judy Greer,Chris Bauer,Thomas Robinson,Adventure,93417865.0
315,Brad Bird,Judy Greer,Chris Bauer,Thomas Robinson,Family,93417865.0
316,Brad Bird,Judy Greer,Chris Bauer,Thomas Robinson,Mystery,93417865.0
317,Brad Bird,Judy Greer,Chris Bauer,Thomas Robinson,Sci-Fi,93417865.0
318,Don Hall,Damon Wayans Jr.,Daniel Henney,Abraham Benrubi,Action,222487711.0
319,Don Hall,Damon Wayans Jr.,Daniel Henney,Abraham Benrubi,Adventure,222487711.0
320,Don Hall,Damon Wayans Jr.,Daniel Henney,Abraham Benrubi,Animation,222487711.0
321,Don Hall,Damon Wayans Jr.,Daniel Henney,Abraham Benrubi,Comedy,222487711.0
322,Don Hall,Damon Wayans Jr.,Daniel Henney,Abraham Benrubi,Drama,222487711.0
323,Don Hall,Damon Wayans Jr.,Daniel Henney,Abraham Benrubi,Family,222487711.0
324,Don Hall,Damon Wayans Jr.,Daniel Henney,Abraham Benrubi,Sci-Fi,222487711.0
325,Rich Moore,Jack McBrayer,Sarah Silverman,Joe Lo Truglio,Adventure,189412677.0
326,Rich Moore,Jack McBrayer,Sarah Silverman,Joe Lo Truglio,Animation,189412677.0
327,Rich Moore,Jack McBrayer,Sarah Silverman,Joe Lo Truglio,Comedy,189412677.0
328,Rich Moore,Jack McBrayer,Sarah Silverman,Joe Lo Truglio,Family,189412677.0
329,Rich Moore,Jack McBrayer,Sarah Silverman,Joe Lo Truglio,Sci-Fi,189412677.0
330,Robert Zemeckis,Tom Hanks,Eddie Deezen,Peter Scolari,Adventure,665426.0
331,Robert Zemeckis,Tom Hanks,Eddie Deezen,Peter Scolari,Animation,665426.0
332,Robert Zemeckis,Tom Hanks,Eddie Deezen,Peter Scolari,Family,665426.0
333,Robert Zemeckis,Tom Hanks,Eddie Deezen,Peter Scolari,Fantasy,665426.0
334,Roland Emmerich,Vivica A. Fox,Sela Ward,Judd Hirsch,Action,102315545.0
335,Roland Emmerich,Vivica A. Fox,Sela Ward,Judd Hirsch,Adventure,102315545.0
336,Roland Emmerich,Vivica A. Fox,Sela Ward,Judd Hirsch,Sci-Fi,102315545.0
337,Dean DeBlois,Gerard Butler,America Ferrera,Craig Ferguson,Adventure,217387997.0
338,Dean DeBlois,Gerard Butler,America Ferrera,Craig Ferguson,Animation,217387997.0
339,Dean DeBlois,Gerard Butler,America Ferrera,Craig Ferguson,Family,217387997.0
340,Dean DeBlois,Gerard Butler,America Ferrera,Craig Ferguson,Fantasy,217387997.0
341,Jonathan Mostow,Nick Stahl,M.C. Gainey,Carolyn Hennesy,Action,150350192.0
342,Jonathan Mostow,Nick Stahl,M.C. Gainey,Carolyn Hennesy,Sci-Fi,150350192.0
343,James Gunn,Bradley Cooper,Vin Diesel,Djimon Hounsou,Action,333130696.0
344,James Gunn,Bradley Cooper,Vin Diesel,Djimon Hounsou,Adventure,333130696.0
345,James Gunn,Bradley Cooper,Vin Diesel,Djimon Hounsou,Sci-Fi,333130696.0
346,Christopher Nolan,Matthew McConaughey,Anne Hathaway,Mackenzie Foy,Adventure,187991439.0
347,Christopher Nolan,Matthew McConaughey,Anne Hathaway,Mackenzie Foy,Drama,187991439.0
348,Christopher Nolan,Matthew McConaughey,Anne Hathaway,Mackenzie Foy,Sci-Fi,187991439.0
349,Christopher Nolan,Leonardo DiCaprio,Tom Hardy,Joseph Gordon-Levitt,Action,292568851.0
350,Christopher Nolan,Leonardo DiCaprio,Tom Hardy,Joseph Gordon-Levitt,Adventure,292568851.0
351,Christopher Nolan,Leonardo DiCaprio,Tom Hardy,Joseph Gordon-Levitt,Sci-Fi,292568851.0
352,Christopher Nolan,Leonardo DiCaprio,Tom Hardy,Joseph Gordon-Levitt,Thriller,292568851.0
353,Peter Jackson,Aidan Turner,Adam Brown,James Nesbitt,Adventure,303001229.0
354,Peter Jackson,Aidan Turner,Adam Brown,James Nesbitt,Fantasy,303001229.0
355,Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster,Action,144512310.0
356,Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster,Crime,144512310.0
357,Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster,Thriller,144512310.0
358,David Fincher,Brad Pitt,Jason Flemyng,Julia Ormond,Drama,127490802.0
359,David Fincher,Brad Pitt,Jason Flemyng,Julia Ormond,Fantasy,127490802.0
360,David Fincher,Brad Pitt,Jason Flemyng,Julia Ormond,Romance,127490802.0
361,Matthew Vaughn,Jennifer Lawrence,Michael Fassbender,Oliver Platt,Action,146405371.0
362,Matthew Vaughn,Jennifer Lawrence,Michael Fassbender,Oliver Platt,Adventure,146405371.0
363,Matthew Vaughn,Jennifer Lawrence,Michael Fassbender,Oliver Platt,Sci-Fi,146405371.0
364,Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure,281666058.0
365,Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Sci-Fi,281666058.0
366,Jon Turteltaub,Nicolas Cage,Omar Benson Miller,Robert Capron,Action,63143812.0
367,Jon Turteltaub,Nicolas Cage,Omar Benson Miller,Robert Capron,Adventure,63143812.0
368,Jon Turteltaub,Nicolas Cage,Omar Benson Miller,Robert Capron,Family,63143812.0
369,Jon Turteltaub,Nicolas Cage,Omar Benson Miller,Robert Capron,Fantasy,63143812.0
370,Wolfgang Petersen,Jimmy Bennett,Mike Vogel,Andre Braugher,Action,60655503.0
371,Wolfgang Petersen,Jimmy Bennett,Mike Vogel,Andre Braugher,Adventure,60655503.0
372,Wolfgang Petersen,Jimmy Bennett,Mike Vogel,Andre Braugher,Drama,60655503.0
373,Wolfgang Petersen,Jimmy Bennett,Mike Vogel,Andre Braugher,Thriller,60655503.0
374,James Bobin,Johnny Depp,Alan Rickman,Anne Hathaway,Adventure,76846624.0
375,James Bobin,Johnny Depp,Alan Rickman,Anne Hathaway,Family,76846624.0
376,James Bobin,Johnny Depp,Alan Rickman,Anne Hathaway,Fantasy,76846624.0
377,Chris Miller,Justin Timberlake,Eric Idle,Rupert Everett,Adventure,320706665.0
378,Chris Miller,Justin Timberlake,Eric Idle,Rupert Everett,Animation,320706665.0
379,Chris Miller,Justin Timberlake,Eric Idle,Rupert Everett,Comedy,320706665.0
380,Chris Miller,Justin Timberlake,Eric Idle,Rupert Everett,Family,320706665.0
381,Chris Miller,Justin Timberlake,Eric Idle,Rupert Everett,Fantasy,320706665.0
382,Duncan Jones,Dominic Cooper,Callum Rennie,Ruth Negga,Action,46978995.0
383,Duncan Jones,Dominic Cooper,Callum Rennie,Ruth Negga,Adventure,46978995.0
384,Duncan Jones,Dominic Cooper,Callum Rennie,Ruth Negga,Fantasy,46978995.0
385,Alan Taylor,J.K. Simmons,Emilia Clarke,Matt Smith,Action,89732035.0
386,Alan Taylor,J.K. Simmons,Emilia Clarke,Matt Smith,Adventure,89732035.0
387,Alan Taylor,J.K. Simmons,Emilia Clarke,Matt Smith,Sci-Fi,89732035.0
388,Michael Apted,Bruce Spence,Shane Rangi,Laura Brent,Adventure,104383624.0
389,Michael Apted,Bruce Spence,Shane Rangi,Laura Brent,Family,104383624.0
390,Michael Apted,Bruce Spence,Shane Rangi,Laura Brent,Fantasy,104383624.0
391,Michael Bay,Jennifer Garner,Jaime King,Mako,Action,198539855.0
392,Michael Bay,Jennifer Garner,Jaime King,Mako,Drama,198539855.0
393,Michael Bay,Jennifer Garner,Jaime King,Mako,History,198539855.0
394,Michael Bay,Jennifer Garner,Jaime King,Mako,Romance,198539855.0
395,Michael Bay,Jennifer Garner,Jaime King,Mako,War,198539855.0
396,Michael Bay,Zack Ward,Michael O'Neill,Kevin Dunn,Action,318759914.0
397,Michael Bay,Zack Ward,Michael O'Neill,Kevin Dunn,Adventure,318759914.0
398,Michael Bay,Zack Ward,Michael O'Neill,Kevin Dunn,Sci-Fi,318759914.0
399,Oliver Stone,Anthony Hopkins,Angelina Jolie Pitt,Brian Blessed,Action,34293771.0
400,Oliver Stone,Anthony Hopkins,Angelina Jolie Pitt,Brian Blessed,Adventure,34293771.0
401,Oliver Stone,Anthony Hopkins,Angelina Jolie Pitt,Brian Blessed,Biography,34293771.0
402,Oliver Stone,Anthony Hopkins,Angelina Jolie Pitt,Brian Blessed,Drama,34293771.0
403,Oliver Stone,Anthony Hopkins,Angelina Jolie Pitt,Brian Blessed,History,34293771.0
404,Oliver Stone,Anthony Hopkins,Angelina Jolie Pitt,Brian Blessed,Romance,34293771.0
405,Oliver Stone,Anthony Hopkins,Angelina Jolie Pitt,Brian Blessed,War,34293771.0
406,David Yates,Robert Pattinson,Daniel Radcliffe,Fiona Shaw,Adventure,292000866.0
407,David Yates,Robert Pattinson,Daniel Radcliffe,Fiona Shaw,Family,292000866.0
408,David Yates,Robert Pattinson,Daniel Radcliffe,Fiona Shaw,Fantasy,292000866.0
409,David Yates,Robert Pattinson,Daniel Radcliffe,Fiona Shaw,Mystery,292000866.0
410,Mike Newell,Robert Pattinson,Daniel Radcliffe,Rupert Grint,Adventure,289994397.0
411,Mike Newell,Robert Pattinson,Daniel Radcliffe,Rupert Grint,Family,289994397.0
412,Mike Newell,Robert Pattinson,Daniel Radcliffe,Rupert Grint,Fantasy,289994397.0
413,Mike Newell,Robert Pattinson,Daniel Radcliffe,Rupert Grint,Mystery,289994397.0
414,Peter Berg,Will Smith,Charlize Theron,Eddie Marsan,Action,227946274.0
415,Peter Berg,Will Smith,Charlize Theron,Eddie Marsan,Drama,227946274.0
416,Francis Lawrence,Will Smith,Alice Braga,Willow Smith,Drama,256386216.0
417,Francis Lawrence,Will Smith,Alice Braga,Willow Smith,Horror,256386216.0
418,Francis Lawrence,Will Smith,Alice Braga,Willow Smith,Sci-Fi,256386216.0
419,Tim Burton,Johnny Depp,Christopher Lee,David Kelly,Adventure,206456431.0
420,Tim Burton,Johnny Depp,Christopher Lee,David Kelly,Comedy,206456431.0
421,Tim Burton,Johnny Depp,Christopher Lee,David Kelly,Family,206456431.0
422,Tim Burton,Johnny Depp,Christopher Lee,David Kelly,Fantasy,206456431.0
423,Brad Bird,Janeane Garofalo,John Ratzenberger,Brian Dennehy,Animation,206435493.0
424,Brad Bird,Janeane Garofalo,John Ratzenberger,Brian Dennehy,Comedy,206435493.0
425,Brad Bird,Janeane Garofalo,John Ratzenberger,Brian Dennehy,Family,206435493.0
426,Brad Bird,Janeane Garofalo,John Ratzenberger,Brian Dennehy,Fantasy,206435493.0
427,Christopher Nolan,Christian Bale,Liam Neeson,Morgan Freeman,Action,205343774.0
428,Christopher Nolan,Christian Bale,Liam Neeson,Morgan Freeman,Adventure,205343774.0
429,Eric Darnell,Bernie Mac,Jada Pinkett Smith,Cedric the Entertainer,Action,179982968.0
430,Eric Darnell,Bernie Mac,Jada Pinkett Smith,Cedric the Entertainer,Adventure,179982968.0
431,Eric Darnell,Bernie Mac,Jada Pinkett Smith,Cedric the Entertainer,Animation,179982968.0
432,Eric Darnell,Bernie Mac,Jada Pinkett Smith,Cedric the Entertainer,Comedy,179982968.0
433,Eric Darnell,Bernie Mac,Jada Pinkett Smith,Cedric the Entertainer,Family,179982968.0
434,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure,177243721.0
435,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Comedy,177243721.0
436,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Family,177243721.0
437,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Fantasy,177243721.0
438,Gavin Hood,Hugh Jackman,Ryan Reynolds,Dominic Monaghan,Action,179883016.0
439,Gavin Hood,Hugh Jackman,Ryan Reynolds,Dominic Monaghan,Adventure,179883016.0
440,Gavin Hood,Hugh Jackman,Ryan Reynolds,Dominic Monaghan,Fantasy,179883016.0
441,Gavin Hood,Hugh Jackman,Ryan Reynolds,Dominic Monaghan,Sci-Fi,179883016.0
442,Gavin Hood,Hugh Jackman,Ryan Reynolds,Dominic Monaghan,Thriller,179883016.0
443,Lana Wachowski,Essie Davis,Collin Chou,Nona Gaye,Action,139259759.0
444,Lana Wachowski,Essie Davis,Collin Chou,Nona Gaye,Sci-Fi,139259759.0
445,Chris Buck,Josh Gad,Maurice LaMarche,Livvy Stubenrauch,Adventure,400736600.0
446,Chris Buck,Josh Gad,Maurice LaMarche,Livvy Stubenrauch,Animation,400736600.0
447,Chris Buck,Josh Gad,Maurice LaMarche,Livvy Stubenrauch,Comedy,400736600.0
448,Chris Buck,Josh Gad,Maurice LaMarche,Livvy Stubenrauch,Family,400736600.0
449,Chris Buck,Josh Gad,Maurice LaMarche,Livvy Stubenrauch,Fantasy,400736600.0
450,Chris Buck,Josh Gad,Maurice LaMarche,Livvy Stubenrauch,Musical,400736600.0
451,Lana Wachowski,Steve Bastoni,Daniel Bernhardt,Helmut Bakaitis,Action,281492479.0
452,Lana Wachowski,Steve Bastoni,Daniel Bernhardt,Helmut Bakaitis,Sci-Fi,281492479.0
453,Alan Taylor,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Action,206360018.0
454,Alan Taylor,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Adventure,206360018.0
455,Alan Taylor,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Fantasy,206360018.0
456,George Miller,Tom Hardy,Charlize Theron,Zoë Kravitz,Action,153629485.0
457,George Miller,Tom Hardy,Charlize Theron,Zoë Kravitz,Adventure,153629485.0
458,George Miller,Tom Hardy,Charlize Theron,Zoë Kravitz,Sci-Fi,153629485.0
459,George Miller,Tom Hardy,Charlize Theron,Zoë Kravitz,Thriller,153629485.0
460,Ron Howard,Tom Hanks,Ayelet Zurer,Armin Mueller-Stahl,Mystery,133375846.0
461,Ron Howard,Tom Hanks,Ayelet Zurer,Armin Mueller-Stahl,Thriller,133375846.0
462,Kenneth Branagh,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Action,181015141.0
463,Kenneth Branagh,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Adventure,181015141.0
464,Kenneth Branagh,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Fantasy,181015141.0
465,Byron Howard,Chloë Grace Moretz,Diedrich Bader,James Lipton,Adventure,114053579.0
466,Byron Howard,Chloë Grace Moretz,Diedrich Bader,James Lipton,Animation,114053579.0
467,Byron Howard,Chloë Grace Moretz,Diedrich Bader,James Lipton,Comedy,114053579.0
468,Byron Howard,Chloë Grace Moretz,Diedrich Bader,James Lipton,Drama,114053579.0
469,Byron Howard,Chloë Grace Moretz,Diedrich Bader,James Lipton,Family,114053579.0
470,Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Action,119420252.0
471,Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Adventure,119420252.0
472,Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Animation,119420252.0
473,Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Comedy,119420252.0
474,Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Family,119420252.0
475,Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Fantasy,119420252.0
476,Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Sci-Fi,119420252.0
477,Jonathan Liebesman,Liam Neeson,Edgar Ramírez,Lily James,Action,83640426.0
478,Jonathan Liebesman,Liam Neeson,Edgar Ramírez,Lily James,Adventure,83640426.0
479,Jonathan Liebesman,Liam Neeson,Edgar Ramírez,Lily James,Fantasy,83640426.0
480,Tim Burton,Johnny Depp,Chloë Grace Moretz,Christopher Lee,Comedy,79711678.0
481,Tim Burton,Johnny Depp,Chloë Grace Moretz,Christopher Lee,Fantasy,79711678.0
482,Tim Burton,Johnny Depp,Chloë Grace Moretz,Christopher Lee,Horror,79711678.0
483,Christopher McQuarrie,Tom Cruise,Jeremy Renner,Sean Harris,Action,195000874.0
484,Christopher McQuarrie,Tom Cruise,Jeremy Renner,Sean Harris,Adventure,195000874.0
485,Christopher McQuarrie,Tom Cruise,Jeremy Renner,Sean Harris,Thriller,195000874.0
486,Joe Johnston,Anthony Hopkins,Simon Merrells,Art Malik,Drama,61937495.0
487,Joe Johnston,Anthony Hopkins,Simon Merrells,Art Malik,Fantasy,61937495.0
488,Joe Johnston,Anthony Hopkins,Simon Merrells,Art Malik,Horror,61937495.0
489,Joe Johnston,Anthony Hopkins,Simon Merrells,Art Malik,Thriller,61937495.0
490,David Yates,Christoph Waltz,Alexander Skarsgård,Casper Crump,Action,124051759.0
491,David Yates,Christoph Waltz,Alexander Skarsgård,Casper Crump,Adventure,124051759.0
492,David Yates,Christoph Waltz,Alexander Skarsgård,Casper Crump,Drama,124051759.0
493,David Yates,Christoph Waltz,Alexander Skarsgård,Casper Crump,Romance,124051759.0
494,Steve Hickner,Matthew Broderick,Oprah Winfrey,Rip Torn,Adventure,126597121.0
495,Steve Hickner,Matthew Broderick,Oprah Winfrey,Rip Torn,Animation,126597121.0
496,Steve Hickner,Matthew Broderick,Oprah Winfrey,Rip Torn,Comedy,126597121.0
497,Steve Hickner,Matthew Broderick,Oprah Winfrey,Rip Torn,Family,126597121.0
498,Jennifer Yuh Nelson,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Action,165230261.0
499,Jennifer Yuh Nelson,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Adventure,165230261.0
500,Jennifer Yuh Nelson,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Animation,165230261.0
501,Jennifer Yuh Nelson,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Comedy,165230261.0
502,Jennifer Yuh Nelson,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Family,165230261.0
503,M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Action,131564731.0
504,M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Adventure,131564731.0
505,M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Family,131564731.0
506,M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Fantasy,131564731.0
507,J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,Action,133382309.0
508,J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,Adventure,133382309.0
509,J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,Thriller,133382309.0
510,Roland Emmerich,Channing Tatum,Jake Weber,Matt Craven,Action,73103784.0
511,Roland Emmerich,Channing Tatum,Jake Weber,Matt Craven,Drama,73103784.0
512,Roland Emmerich,Channing Tatum,Jake Weber,Matt Craven,Thriller,73103784.0
513,Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Action,21379315.0
514,Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Adventure,21379315.0
515,Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Animation,21379315.0
516,Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Comedy,21379315.0
517,Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Family,21379315.0
518,Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Sci-Fi,21379315.0
519,David Bowers,Hugh Jackman,Kate Winslet,David Suchet,Adventure,64459316.0
520,David Bowers,Hugh Jackman,Kate Winslet,David Suchet,Animation,64459316.0
521,David Bowers,Hugh Jackman,Kate Winslet,David Suchet,Comedy,64459316.0
522,David Bowers,Hugh Jackman,Kate Winslet,David Suchet,Family,64459316.0
523,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Adventure,34964818.0
524,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Family,34964818.0
525,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Fantasy,34964818.0
526,Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Adventure,111505642.0
527,Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Animation,111505642.0
528,Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Comedy,111505642.0
529,Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Family,111505642.0
530,Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Sci-Fi,111505642.0
531,Wolfgang Petersen,Brad Pitt,Orlando Bloom,Julian Glover,Adventure,133228348.0
532,Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Adventure,216366733.0
533,Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Animation,216366733.0
534,Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Comedy,216366733.0
535,Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Family,216366733.0
536,Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Action,160201106.0
537,Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Adventure,160201106.0
538,Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Thriller,160201106.0
539,Paul Feig,Ed Begley Jr.,Kate McKinnon,Zach Woods,Action,118099659.0
540,Paul Feig,Ed Begley Jr.,Kate McKinnon,Zach Woods,Comedy,118099659.0
541,Paul Feig,Ed Begley Jr.,Kate McKinnon,Zach Woods,Fantasy,118099659.0
542,Paul Feig,Ed Begley Jr.,Kate McKinnon,Zach Woods,Sci-Fi,118099659.0
543,Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Action,201573391.0
544,Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Adventure,201573391.0
545,Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Sci-Fi,201573391.0
546,Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Thriller,201573391.0
547,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action,190418803.0
548,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Adventure,190418803.0
549,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Comedy,190418803.0
550,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Family,190418803.0
551,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Fantasy,190418803.0
552,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Mystery,190418803.0
553,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Sci-Fi,190418803.0
554,Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Action,82161969.0
555,Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Adventure,82161969.0
556,Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Animation,82161969.0
557,Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Fantasy,82161969.0
558,Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action,143523463.0
559,Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Adventure,143523463.0
560,Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Animation,143523463.0
561,Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Comedy,143523463.0
562,Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Family,143523463.0
563,Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action,209364921.0
564,Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Adventure,209364921.0
